縣市,緯度,經度
桃園市楊梅區富榮路6號,24.9569944,121.1625303
桃園市楊梅區光裕南街入口,24.8968478,121.1626605
桃園市觀音區崙坪297之1號 (崙坪國小),24.9994978,121.1626617
桃園市中壢區環西路與民族路口,24.962017,121.16294
桃園市楊梅區裕成路25號,24.9049439,121.1629412
桃園市觀音區忠愛路123巷1號(忠愛花園新城)前,24.995154,121.16313
桃園市觀音區忠愛路123巷9弄2號(忠愛花園新城)後,24.995154,121.16313
桃園市中壢區松平二街. 松平路,24.9637006,121.163148
桃園市楊梅區新榮路89巷 (中悅華城),24.957185,121.163257
桃園市中壢區山大路655巷,25.0112937,121.1634624
桃園市中壢區過嶺路二段,24.9696517,121.1635827
桃園市新屋區吉良鋁門窗業,24.9596513,121.1638684
桃園市楊梅區高獅路813巷 南高山頂18號（擴大工業區）,24.9261298,121.1639331
桃園市楊梅區高榮路190巷,24.9457722,121.1639906
桃園市楊梅區高榮路302巷,24.9457722,121.1639906
桃園市中壢區山坡路,25.0165271,121.164287
桃園市新屋區禾義公司附近,24.927889,121.164302
桃園市觀音區廣大路1108號,25.0446358,121.1644069
桃園市觀音區大觀路四段廣興10鄰路邊,25.0572994,121.1644561
桃園市觀音區大觀路觀音區與大園區迴轉相接路口,25.0572994,121.1644561
桃園市中壢區松德一街.松信. 松信二街,24.9626878,121.1645087
桃園市觀音區忠愛路崙坪段225巷55弄45號(社區),24.9951753,121.1646476
桃園市觀音區忠愛路一段165號(自由聯盟超市),24.9949125,121.1647236
桃園市觀音區忠愛路一段190號,24.9950564,121.1649566
桃園市新屋區廣香自助餐附近,24.9583868,121.1650807
桃園市楊梅區高榮路239巷77弄口,24.9542937,121.1651647
桃園市大園區羅丹社區,25.049142,121.165275
桃園市楊梅區幼獅路二段390號 (啟明宮),24.9373713,121.1652983
桃園市中壢區松勤路,24.9612155,121.165343
桃園市楊梅區快速路五段713號 (萬通加油站),24.9474268,121.1653558
桃園市中壢區山大二路,25.0243227,121.1654859
桃園市楊梅區幼獅路二段392巷118弄 (高榮里17鄰),24.937399,121.1655729
桃園市楊梅區裕榮路120巷 (原然庭園),24.956659,121.166
桃園市楊梅區青年路二段204巷口(萊爾富),24.9312001,121.1660805
桃園市中壢區福恩路,24.9778555,121.1662887
桃園市觀音區忠愛路一段100號(7-11巷口),24.9942542,121.1663367
桃園市中壢區松義二街.大清哈佛,24.9605082,121.1663563
桃園市楊梅區電研路98號 (電信社區),24.952924,121.1664023
桃園市觀音區忠愛路愛一巷75弄39號(小家庭社區),24.9903934,121.1666119
桃園市中壢區月桃路二段,25.0209621,121.1666808
桃園市中壢區松義三街、松勇路口,24.9588204,121.1667694
桃園市楊梅區裕成路3巷55號 ,24.9084832,121.166882
桃園市楊梅區電研路188巷 (幸福社區),24.958059,121.166923
桃園市楊梅區電研路250巷 (鉅大社區),24.9565343,121.1671605
桃園市楊梅區青年路9巷(郭元益),24.928922,121.1673694
桃園市中壢區山東路407巷,25.0030798,121.167465
桃園市中壢區福田路,24.9728605,121.1674674
桃園市觀音區福祥路一段289巷3號,24.9907413,121.1674962
桃園市中壢區山東路,25.0066628,121.1675414
桃園市龍潭區南坑,24.835742,121.167696
桃園市楊梅區青年路二段108巷,24.9301478,121.1677247
桃園市中壢區民族路5段408號,24.9581071,121.1680139
桃園市楊梅區中山北路二段23巷,24.9079082,121.1680561
桃園市中壢區松仁路松智二.三街. ,24.9615527,121.1681114
桃園市楊梅區中山北路二段(麥當勞),24.908366,121.168123
桃園市楊梅區三元街272巷,24.9119178,121.1681422
桃園市楊梅區元化街46號,24.9088442,121.1682342
桃園市中壢區中正路四段804號巷口,24.9935137,121.1683116
桃園市楊梅區高榮路2號,24.9447515,121.168359
桃園市楊梅區高榮路92巷,24.9447515,121.168359
桃園市楊梅區高榮路127巷,24.9447515,121.168359
桃園市中壢區福祥路一段488號,24.9929547,121.1683745
桃園市楊梅區中山北路2段48-1號（全家便利店）,24.9086139,121.1683899
桃園市楊梅區三元街（大利市社區）,24.910103,121.168428
桃園市楊梅區高獅路830號（幼一國宅）,24.9229389,121.1684743
桃園市楊梅區快速路五段630巷70弄,24.948491,121.1687864
桃園市楊梅區快速路五段630巷70弄 (白馬磁磚後社區),24.948491,121.1687864
桃園市楊梅區電研路226巷,24.9565444,121.1688821
桃園市中壢區福全路240巷口,24.9894342,121.1689713
桃園市楊梅區新農街2段100號（舞揚一綻社區）,24.912725,121.1690364
桃園市中壢區內厝里雞舍,24.986945,121.169038
桃園市楊梅區中山北路二段87巷,24.9078311,121.169289
桃園市楊梅區三元街157號,24.91013,121.1694081
桃園市楊梅區新農街2段121巷,24.9128352,121.1694544
桃園市大園區大同社區南港里,25.0505701,121.1696043
桃園市楊梅區高榮路534巷 (好運道),24.9442097,121.1697528
桃園市楊梅區電研路10巷68弄口 (北高山頂社區),24.9491448,121.1697896
桃園市楊梅區榮平路171巷115號 (黃屋),24.9423591,121.1699019
桃園市楊梅區幼五路11號,24.9306754,121.1699355
桃園市大園區梁屋：和平里9鄰,24.996936,121.170006
桃園市楊梅區三民路2號,24.9080964,121.1700873
桃園市中壢區松仁路、松義三街,24.9589311,121.1700897
桃園市楊梅區青山三街88號(加洲社區),24.9195921,121.1701236
桃園市楊梅區青山三街88號(加洲社區),24.9195921,121.1701236
桃園市中壢區山東ㄧ路,25.0170183,121.1701294
桃園市楊梅區三元街131巷,24.9102785,121.1701516
桃園市楊梅區三民北路164號（滿褔社區）,24.912186,121.170163
桃園市楊梅區青山六街1巷2號(夏威夷社區),24.9217152,121.1702815
桃園市楊梅區青山六街1巷2號(夏威夷社區),24.9217152,121.1702815
桃園市楊梅區新農街2段154號,24.9124878,121.1703102
桃園市中壢區福達路二段205巷,24.979751,121.170311
桃園市中壢區福全路6巷口,24.9860993,121.1704027
桃園市楊梅區中山北路二段123巷,24.9083861,121.1704146
桃園市楊梅區三民路55號,24.9063666,121.1704684
桃園市楊梅區三元宮,24.9090414,121.170478
桃園市楊梅區三元街112巷、三民北路136巷,24.9104385,121.1705692
桃園市楊梅區新農街二段209巷62弄,24.9136427,121.170584
桃園市楊梅區新農街二段209巷39弄口、37弄口,24.9133921,121.1706266
桃園市楊梅區青山三街77號(國家公園社區),24.919553,121.170819
桃園市楊梅區青山三街77號(國家公園社區),24.919553,121.170819
桃園市楊梅區夏威夷社區警衛室,24.9208334,121.1709047
桃園市楊梅區幼獅路二段160號,24.9332933,121.1709803
桃園市楊梅區瑞溪路一段176巷1號(三秀雅硯),24.9071171,121.1710765
桃園市楊梅區民族路五段247巷1弄(兒二兒童遊戲場),24.9584371,121.1710942
桃園市楊梅區青山三街,24.9197089,121.1711037
桃園市楊梅區中山北路二段161號(北上路段),24.9087264,121.1712274
桃園市楊梅區青山五街,24.9208419,121.1712298
桃園市中壢區福祥路與內厝八路,24.982217,121.1713144
桃園市楊梅區青山三街45號(龍天下社區),24.9197527,121.1713565
桃園市楊梅區青山三街45號(龍天下社區),24.9197527,121.1713565
桃園市楊梅區瑞溪路,24.9071639,121.1717219
桃園市楊梅區青山二街,24.9203645,121.1719133
桃園市楊梅區瑞梅街21號(陽光學苑),24.9079939,121.1719733
桃園市楊梅區金溪路380巷66號,24.904441,121.1720984
桃園市楊梅區中山北路二段190巷與256巷口,24.9099343,121.1721419
桃園市中壢區山安路(山東里),25.0245013,121.1721911
桃園市楊梅區三元街25巷23號,24.9114018,121.1721956
桃園市楊梅區電研路190巷,24.9507563,121.1723328
桃園市楊梅區金溪路209巷(登峰社區),24.9020137,121.1724035
桃園市楊梅區青山三街36巷口(台北誠家社區),24.9201887,121.1725131
桃園市楊梅區幼獅路二段10巷,24.93083,121.1725375
桃園市楊梅區永平路568號,24.9187345,121.1725917
桃園市楊梅區民族路五段201巷75弄 (龍大莊),24.956253,121.172618
桃園市楊梅區三元街1號與新農街二段246號路口,24.9121569,121.1726264
桃園市楊梅區三民路43巷69號(楊梅天下),24.9062248,121.1726723
桃園市楊梅區中山北路二段190巷-256巷,24.9104223,121.1727854
桃園市楊梅區三元街13巷1弄5號,24.9116147,121.1728276
桃園市楊梅區金溪路159巷(摩墅社區),24.9033129,121.1729115
桃園市楊梅區金溪路175巷,24.9032456,121.1729526
桃園市楊梅區民族路五段201巷 (龍太社區),24.9574949,121.1729699
桃園市楊梅區民族路五段147巷 (龍太社區),24.9574949,121.1729699
桃園市中壢區山東路1090巷,25.0169872,121.1729779
桃園市中壢區過嶺路一段,24.9640583,121.1729964
桃園市楊梅區瑞梅街2巷,24.9075947,121.1729971
桃園市楊梅區瑞梅街92巷-12巷,24.9082844,121.1731252
桃園市中壢區山東ㄧ路：山東國小,25.01589,121.173148
桃園市中壢區福嶺路95巷,24.9670778,121.1731506
桃園市楊梅區中山北路,24.9103738,121.1732477
桃園市楊梅區中山北路二段268巷,24.9111866,121.1732983
桃園市楊梅區中山北路2段270號,24.9106269,121.1733448
桃園市中壢區過嶺路155巷,24.9623905,121.173366
桃園市楊梅區梅獅路一段492巷,24.9119593,121.1734358
桃園市大園區吳厝(迴轉)：和平里15鄰,25.0353007,121.1739024
桃園市新屋區小鈴子檳榔攤附近,25.0618541,121.1739106
桃園市楊梅區民族路五段147巷8弄,24.957067,121.1739273
桃園市楊梅區新農街二段282號,24.9123327,121.1739364
桃園市楊梅區金溪路7巷,24.9048371,121.1739486
桃園市楊梅區青山一街,24.9215465,121.1739796
桃園市楊梅區瑞溪路一段256巷(春虹香榭),24.9064885,121.1740709
桃園市楊梅區梅獅路一段426巷口、439巷、437巷口、259巷口,24.9145433,121.1741705
桃園市楊梅區瑞坪路520號,24.8940996,121.1741893
桃園市楊梅區梅獅路一段500號,24.9118881,121.1741939
桃園市楊梅區幼獅路二段218巷,24.9376743,121.1742064
桃園市楊梅區榮平路362號 (古屋),24.9395341,121.1744161
桃園市中壢區大莊路780巷,25.011377,121.1744213
桃園市楊梅區瑞梅街177號,24.9091655,121.1744661
桃園市楊梅區中山北路2段265巷,24.9090416,121.1746301
桃園市楊梅區幼獅路一段458號(幼獅派出所),24.9266271,121.1746686
桃園市楊梅區中山北路二段353號（埔心加油站對面）,24.9119029,121.174696
桃園市楊梅區梅獅路二段19號,24.9109178,121.1747663
桃園市中壢區民族路五段98巷,24.9589991,121.1747695
桃園市中壢區山錦路,24.9970333,121.1749602
桃園市楊梅區瑞梅街186號,24.9091567,121.175007
桃園市楊梅區民族路五段107巷,24.9577193,121.1751899
桃園市楊梅區永平大樓,24.919795,121.17523
桃園市楊梅區中山北路2段265巷66弄,24.9082991,121.17529
桃園市楊梅區青山一街99號,24.9218954,121.1752981
桃園市大園區環區東路；園十街口,25.0496647,121.1755191
桃園市中壢區城中央社區,24.9704972,121.1756041
桃園市大園區聯大社區:?南港里大觀路624巷,25.0622453,121.1756688
桃園市大園區聯大社區,25.0622453,121.1756688
桃園市中壢區福祥路168社區,24.9755519,121.1756944
桃園市楊梅區瑞坪路18巷67巷 27號(大中華國宅),24.9049061,121.1760265
桃園市楊梅區瑞坪路18巷17-53號(大台北國宅),24.9049061,121.1760265
桃園市楊梅區瑞溪路一段335號,24.9074885,121.1760361
桃園市龍潭區渴望三期,24.843097,121.176055
桃園市龍潭區直坑,24.849383,121.176116
桃園市楊梅區三民東路儷府國宅,24.903181,121.176155
桃園市龍潭區博雅社區,24.8426222,121.1761973
桃園市中壢區山佳一路,25.0011235,121.1762267
桃園市大園區黃金海岸社區：南港里大觀路558巷,25.0665141,121.1762661
桃園市楊梅區民族路五段29巷,24.9572934,121.1762785
桃園市楊梅區青山一街(香草山莊.日光小鎮),24.922017,121.176288
桃園市楊梅區梅獅路二段232巷42號(甜蜜新家-精品國宅),24.9055949,121.1764496
桃園市楊梅區美亞公司,24.9240844,121.1764641
桃園市楊梅區過嶺車站,24.959264,121.176467
桃園市楊梅區梅獅路二段156巷1號(世紀花園廣場),24.9070438,121.1764828
桃園市楊梅區瑞坪路18巷8弄、6弄、4弄、2弄,24.9048161,121.176527
桃園市楊梅區梅獅路二段166巷1號(紐約時尚),24.906406,121.1766402
桃園市楊梅區瑞福街81號、中山北路2段351巷、351巷1弄,24.9103496,121.1766709
桃園市中壢區內厝八路272巷,24.9854582,121.1766783
桃園市楊梅區青山一街65巷15弄(香草山莊社區),24.92154,121.176748
桃園市中壢區民族路五段6號,24.9593522,121.1767765
桃園市楊梅區萬大路116巷42號（台北碧瑤社區）,24.909946,121.176783
桃園市楊梅區中山北路2段351巷80弄(碧瑤社區後門)、萬福街42巷,24.909946,121.176783
桃園市楊梅區瑞坪路271巷60弄3號(山曦楓泉社區),24.8984925,121.176859
桃園市楊梅區萬大路與中山北路2段南下路口,24.9130428,121.1769595
桃園市楊梅區萬大路6號,24.9127882,121.1770796
桃園市楊梅區青山一街65巷(麗盛真鑽社區),24.922538,121.1772
桃園市楊梅區青山一街65巷(麗盛真鑽社區),24.922538,121.1772
桃園市楊梅區梅獅路二段232巷1號(陽光水悅),24.9056094,121.1772392
桃園市楊梅區瑞溪路二段18號(與梅獅路交叉口),24.9075709,121.1773417
桃園市楊梅區文化街568巷19號,24.9065679,121.1773492
桃園市楊梅區瑞坪路176巷口,24.9005955,121.1773652
桃園市大園區花東社區,25.057828,121.177375
桃園市中壢區中正路四段225巷,24.9898211,121.1774747
桃園市中壢區山錦路萬市達社區,24.9837845,121.1774772
桃園市中壢區內厝八路  新市達社區,24.9837845,121.1774772
桃園市楊梅區萬大路152巷、116巷29弄、164巷,24.9090774,121.1775719
桃園市中壢區月山路,25.0062772,121.1777105
桃園市中壢區青山一路402號.月福路口,25.007819,121.17773
桃園市大園區大工路：自立街社區,25.0715343,121.1777449
桃園市楊梅區萬福街96號,24.9119541,121.1777557
桃園市龍潭區層峰社區,24.843304,121.17779
桃園市中壢區中正路四段171巷,24.9889718,121.1777954
桃園市楊梅區永美路471巷,24.9128461,121.1778857
桃園市中壢區月桃路一段270巷,25.0143612,121.1778973
桃園市楊梅區幼平街259巷,24.9304088,121.1779191
桃園市楊梅區萬大路138巷,24.9095447,121.1779591
桃園市大園區長發工業區,25.0627713,121.1780386
桃園市平鎮區雙榮路269號,24.9504097,121.1782231
桃園市楊梅區瑞坪路143巷口 ,24.9013624,121.1783879
桃園市楊梅區萬大路61巷、73巷,24.9120576,121.1783998
桃園市楊梅區萬大路174巷10號（哈佛學院）,24.908714,121.178544
桃園市楊梅區萬大路93巷,24.9110592,121.1786406
桃園市楊梅區永美路459巷-萬福街146號,24.9124759,121.1787313
桃園市楊梅區永平路,24.92036,121.1787418
桃園市中壢區中正路四段165號巷口,24.9894132,121.1788213
桃園市中壢區中正路四段147巷,24.9887795,121.1788843
桃園市楊梅區文化街552號(新象富地社區),24.9068413,121.1790082
桃園市楊梅區永美路-四維二路迴轉,24.9146187,121.1790936
桃園市楊梅區永美路445巷84弄、74弄,24.9116204,121.1790971
桃園市楊梅區永美路445巷36弄 (瑞塘社區活動中心旁),24.9140273,121.1791042
桃園市中壢區月眉路11號,24.9899651,121.1791625
桃園市楊梅區萬大路115巷、116巷,24.9107105,121.1792876
桃園市中壢區大享街一段786巷,24.9711037,121.1794056
桃園市平鎮區民族路雙連三段6巷2號,24.959177,121.1794359
桃園市楊梅區瑞福街70號,24.9103282,121.1794808
桃園市楊梅區永美路445巷122弄、96弄、108弄、132弄,24.9108042,121.1795121
桃園市楊梅區文化街541巷,24.906196,121.1795604
桃園市楊梅區永美路445巷64弄,24.9126319,121.1795638
桃園市中壢區月眉ㄧ路43巷,24.9908293,121.1796517
桃園市中壢區月眉ㄧ路126巷,24.993381,121.179699
桃園市楊梅區永美路445巷144弄、164弄、178弄、192弄迴轉,24.9100588,121.1797374
桃園市中壢區福嶺路一段262巷,24.9782565,121.17975
桃園市楊梅區四維二路43號(依蝶汽車旅館),24.9134926,121.1798222
桃園市中壢區月眉路一段(大崙國中),24.9912409,121.1798842
桃園市楊梅區福羚路153巷,24.9084726,121.1799142
桃園市楊梅區福羚路56號(邦國大廈世紀新都),24.9083274,121.1799594
桃園市楊梅區永美路401巷,24.9140324,121.1799673
桃園市中壢區福嶺路二段321號,24.9885627,121.1802129
桃園市楊梅區四維二路,24.9126736,121.1802589
桃園市中壢區福嶺路二段206號(陽光社區),24.9880145,121.1803636
桃園市中壢區中正路四段88號巷口,24.9889137,121.180431
桃園市楊梅區四維新村止,24.914511,121.180436
桃園市楊梅區永美路三和輪胎前,24.916018,121.180478
桃園市楊梅區青山青山六街(維多利亞社區),24.9216997,121.1807554
桃園市龍潭區高原里福源路270巷福源社區,24.8257867,121.1808439
桃園市中壢區崇德路176巷,24.9905271,121.180926
桃園市楊梅區永美路387巷,24.9142177,121.1809931
桃園市中壢區月眉ㄧ路370巷,24.9989964,121.1809998
桃園市中壢區中正路四段88巷,24.9890686,121.1810168
桃園市中壢區月山路(月眉里10鄰),25.009321,121.1810577
桃園市楊梅區四維大道(單號),24.9132567,121.1811054
桃園市楊梅區四維大道(雙號),24.9132567,121.1811054
桃園市楊梅區文化街357號,24.908098,121.1812259
桃園市大園區京采社區：大觀路585巷,25.0642425,121.1813749
桃園市楊梅區永美路367巷,24.9166307,121.181501
桃園市中壢區月福路,25.0045435,121.1815168
桃園市中壢區高鐵南路四段330巷（皇郡）,24.981703,121.181538
桃園市楊梅區幼平街317巷,24.9320417,121.1815728
桃園市中壢區天德宮,24.9867501,121.1817564
桃園市楊梅區永美路445巷199號,24.909877,121.1817701
桃園市楊梅區梅獅路2段716巷(日內瓦社區),24.895116,121.181863
桃園市楊梅區益新三街9巷1號,24.9133041,121.1820997
桃園市楊梅區益新一街128巷口(新合院社區),24.915497,121.1821114
桃園市中壢區崇德二路556巷,24.9959656,121.1821693
桃園市中壢區崇德二路239巷,24.9959656,121.1821693
桃園市中壢區月眉五路117巷,25.0174549,121.182207
桃園市楊梅區益新一街132巷口,24.9141352,121.1822365
桃園市楊梅區嘉新市社區(益新一街),24.9137558,121.1822849
桃園市楊梅區幼獅路28巷4弄及2弄,24.9221184,121.1823036
桃園市楊梅區福羚路206號,24.9079595,121.1823671
桃園市楊梅區文化街351巷（瑞光國宅）,24.908387,121.182392
桃園市平鎮區民族路雙連二段142巷18弄2衖,24.95919,121.182437
桃園市楊梅區文化街339號,24.909167,121.1824863
桃園市楊梅區福羚路200巷2、4、6、8弄,24.9070284,121.1824896
桃園市平鎮區民族路雙連二段118巷7號,24.9595673,121.1825621
桃園市楊梅區益新三街11巷2號,24.9139492,121.1825777
桃園市楊梅區福羚路232巷口至330號,24.9073714,121.1826056
桃園市楊梅區梅獅路2段789巷(藝術家社區),24.8914128,121.1826462
桃園市楊梅區文化街口,24.910284,121.1826799
桃園市楊梅區四維大道轉文化街,24.910284,121.1826799
桃園市楊梅區福羚路232巷33弄(雙號)及232巷,24.9072513,121.1826925
桃園市楊梅區永美路367巷2弄,24.9158238,121.182694
桃園市楊梅區漢昌街21號,24.9166649,121.1827007
桃園市平鎮區民族路雙連二段118巷57號龍田工業區,24.9611701,121.1827096
桃園市中壢區中正路三段316巷,24.9883742,121.1827398
桃園市楊梅區文化街218巷(美麗鎮社區口),24.911995,121.1827568
桃園市楊梅區文化街347巷1、2、3、5、6弄,24.9089081,121.182761
桃園市楊梅區文化街56巷及老人會,24.9160808,121.1828206
桃園市楊梅區文化街286號至328號(316巷口),24.9109208,121.1828374
桃園市中壢區月德路201號,25.0205752,121.1829619
桃園市楊梅區文化街、五守街口,24.9109066,121.1829664
桃園市楊梅區新興街152巷,24.9169359,121.1830492
桃園市楊梅區永美路以北沿線,24.9182437,121.1830633
桃園市楊梅區永美路以南沿線,24.9182437,121.1830633
桃園市復興區喜龍,24.9543207,121.1830643
桃園市楊梅區福羚路248巷2號,24.9078485,121.1831034
桃園市楊梅區福羚路248巷及232巷35弄(單號),24.9078485,121.1831034
桃園市楊梅區文化街259號(85度C),24.9109202,121.1831329
桃園市中壢區內厝六路291巷,24.9771952,121.1831566
桃園市楊梅區文化街295巷,24.9100064,121.1832947
桃園市中壢區大享街一段500巷(拾翠社區),24.9706132,121.1833158
桃園市中壢區內厝六路552號,24.9792262,121.1833288
桃園市中壢區崇德一路151巷(國王與我),24.9911975,121.1834648
桃園市楊梅區永美路至草湳派出所前,24.9186324,121.1835514
桃園市楊梅區文化街347巷33弄,24.9089169,121.1835773
桃園市中壢區崇德路258巷,24.9916658,121.183608
桃園市中壢區月眉路三段565巷2弄,25.0249865,121.1836258
桃園市平鎮區庫房南路,24.9484219,121.1837046
桃園市中壢區圓光路一段411巷,25.0008082,121.1838328
桃園市龍潭區高原消防隊週邊住家,24.8417687,121.1838399
桃園市平鎮區民族路雙連二段113巷33弄27號,24.9585544,121.1840065
桃園市中壢區月眉路二段352號,25.0102262,121.18409
桃園市楊梅區五守國宅(文化街189巷),24.911471,121.184092
桃園市楊梅區中興路往火車站前右側,24.9185755,121.1841617
桃園市楊梅區蘋果路106號(蘋果村),24.9021904,121.1842092
桃園市大園區國際路、大觀路：溪海里1鄰大觀路341號,25.065484,121.184224
桃園市龍潭區楊銅路二段688-1號,24.867738,121.184262
桃園市大園區國際路-鴨子店：國際路1段254號,25.065969,121.184304
桃園市楊梅區新興街,24.9180679,121.1843334
桃園市大園區萊爾富：民生路154號10鄰,25.0810711,121.18434
桃園市楊梅區中興路80巷,24.9173482,121.1843919
桃園市中壢區月眉路三段409巷,25.0217855,121.1846571
桃園市中壢區月眉路二段(月眉山莊),25.0064753,121.1847809
桃園市中壢區月眉路三段371巷,25.0198848,121.1848127
桃園市楊梅區新興街56巷8號,24.9187078,121.1848598
桃園市中壢區崇德三路676巷,24.9994361,121.1848821
桃園市中壢區月眉路三段,25.0197197,121.1849145
桃園市中壢區月眉路三段617巷(社區),25.0158654,121.1849671
桃園市平鎮區陸光路14巷97弄口,24.9546944,121.1850269
桃園市楊梅區中興路166巷,24.9154877,121.1850332
桃園市楊梅區中山北路(鞋店),24.9205626,121.1853
桃園市楊梅區文化街1號,24.9162128,121.1855182
桃園市楊梅區幼獅路116~32號,24.9228065,121.1855473
桃園市中壢區中正路三段220巷,24.9881404,121.1856406
桃園市龍潭區高原里大自然社區,24.8260739,121.1857197
桃園市中壢區崇德二路226巷85弄,24.9962462,121.1859126
桃園市楊梅區福德街100巷,24.9177164,121.1859476
桃園市楊梅區福德街47巷,24.9191183,121.1859903
桃園市中壢區月眉土地公,25.0111705,121.186122
桃園市中壢區月桃路728巷,25.011207,121.1861698
桃園市平鎮區陸光路10巷111號,24.958659,121.186183
桃園市中壢區崇德三路408巷,24.993281,121.1862676
桃園市楊梅區日新街,24.919687,121.1862814
桃園市楊梅區福德街86巷,24.9183566,121.1863487
桃園市楊梅區茶業改良場前迴轉,24.9091302,121.1863863
桃園市楊梅區福德街116號,24.9175577,121.1864437
桃園市中壢區大享街一段232號,24.9684977,121.1865054
桃園市楊梅區福德街籃球場,24.9176182,121.1865088
桃園市楊梅區福德街口,24.9176182,121.1865088
桃園市楊梅區福德街往永美路方向右側,24.9176182,121.1865088
桃園市中壢區圓光一路366巷,25.0021746,121.1865633
桃園市中壢區中正路三段89號巷口,24.9846881,121.1867599
桃園市中壢區圓光路一段366巷56弄,25.0012342,121.1868051
桃園市楊梅區福德街87巷7弄,24.9193145,121.1868168
桃園市中壢區大圳路三段51巷(ㄧ品苑),24.9830691,121.1869796
桃園市楊梅區消防隊,24.9113847,121.1870316
桃園市楊梅區永美路33巷底,24.9217448,121.1870674
桃園市龍潭區希望四季社區,24.838346,121.187095
桃園市楊梅區福德街87巷2弄,24.9180677,121.18719
桃園市中壢區內厝五路,24.9763998,121.1872139
桃園市龍潭區小人國旁渴望路81巷起,24.831524,121.1872899
桃園市中壢區中央路,24.9662554,121.1874079
桃園市中壢區圓光路一段38巷,25.0009188,121.1875713
桃園市中壢區圓光路25號,25.0009188,121.1875713
桃園市楊梅區中興路197巷,24.9145682,121.187595
桃園市中壢區大享別莊,24.972005,121.18776
桃園市大園區4鄰社區-徐議員：內海里4鄰41之3號,25.084054,121.187933
桃園市楊梅區中興路237巷,24.9139247,121.187957
桃園市楊梅區瑞士村社區,24.91309,121.1879644
桃園市平鎮區高雙路88巷25號,24.954018,121.188139
桃園市平鎮區南平路二段674號,24.923377,121.1881436
桃園市大園區新大園社區：溪海里5鄰,25.0452747,121.1882189
桃園市龍潭區梅龍路464巷八張犁21號(聯寶社區),24.879738,121.1882881
桃園市中壢區中正路三段8號,24.9840497,121.1883909
桃園市中壢區少爺別莊,24.99644,121.188409
桃園市平鎮區中央路237號,24.9661581,121.1885822
桃園市平鎮區陸橋南路159巷218號,24.9176326,121.1885966
桃園市楊梅區治平中學前,24.9158677,121.1886835
桃園市中壢區內厝三路199巷,24.976158,121.1888031
桃園市中壢區圓光路一段315巷,25.000775,121.1889173
桃園市中壢區圓光路一段289巷,25.000775,121.1889173
桃園市龍潭區渴望一、二期,24.837104,121.1889336
桃園市龍潭區大院社區,24.837104,121.1889336
桃園市新屋區羅厝,24.9939179,121.1889346
桃園市新屋區羅厝,24.9939179,121.1889346
桃園市平鎮區陸光路10巷口,24.9596658,121.1889567
桃園市大園區內海12鄰：下厝37號12鄰,25.08718,121.189027
桃園市平鎮區復旦路四段160號,24.9425719,121.189237
桃園市平鎮區中央路51巷,24.9621819,121.1896399
桃園市大園區崙頂：溪海里8鄰,25.047219,121.189758
桃園市平鎮區中央路1號,24.9606569,121.1897949
桃園市龍潭區梅龍路592巷,24.876998,121.1898741
桃園市平鎮區高幼路30巷口,24.9413918,121.1899385
桃園市平鎮區南平路二段596巷13號,24.9232879,121.189948
桃園市平鎮區民族路雙連一段2號,24.9604249,121.1899713
桃園市龍潭區法蘭多社區,24.8357719,121.1900406
桃園市平鎮區清泉街50號麒麟山莊大門,24.9583917,121.1901762
桃園市大園區水燈池社區：內海里4鄰,25.0847492,121.1902512
桃園市平鎮區高雙路50號,24.9567535,121.1902908
桃園市平鎮區陸橋南路19巷6號,24.9249938,121.1904273
桃園市平鎮區中興路平鎮段300號,24.903558,121.190985
桃園市中壢區高鐵南路三段727巷,24.9863711,121.1910146
桃園市龍潭區梅龍三街(櫻花山莊),24.869446,121.191047
桃園市大園區青年城社區：溪海里19~21鄰,25.0354102,121.1910995
桃園市平鎮區清泉街5巷口,24.9598301,121.1911008
桃園市龍潭區梅龍路558巷花園花墅社區(美國學校旁邊),24.877458,121.191243
桃園市平鎮區高民路1號,24.9569531,121.1913789
桃園市中壢區環保路346巷,25.0071721,121.1914952
桃園市中壢區環保路522巷,25.0071721,121.1914952
桃園市平鎮區鎮德路201號,24.9194359,121.1915377
桃園市平鎮區水廠路150號,24.9275708,121.1915685
桃園市觀音區三和里橫頂40-1號(活動中心),24.9375493,121.1916328
桃園市平鎮區中興路平鎮段305號(皇家大庭院),24.9021913,121.1916561
桃園市平鎮區南平路二段516巷201弄2號,24.9224328,121.1917456
桃園市平鎮區平德路6號,24.9263312,121.1917927
桃園市龍潭區中原路三段150巷、195巷,24.8260485,121.191807
桃園市龍潭區南蛇崎,24.862122,121.191829
桃園市中壢區大享街,24.9725685,121.1918626
桃園市平鎮區賦梅路二段1號,24.9312112,121.191965
桃園市龍潭區中原路三段高原活動中心,24.8265817,121.1920015
桃園市中壢區高鐵南路三段790巷,24.9917367,121.1921372
桃園市中壢區豪是登堡,24.972298,121.192168
桃園市平鎮區平德路5號,24.9267079,121.192233
桃園市平鎮區復旦路四段73巷1號 內,24.9421059,121.192329
桃園市中壢區聖德路一段295巷,24.9873002,121.1926811
桃園市平鎮區賦梅北路586號,24.9321288,121.1927155
桃園市大園區黎明小鎮：田心里18鄰新園街73號,25.060488,121.1927294
桃園市中壢區民族路三段238巷,24.9586616,121.1928674
桃園市龍潭區高原里（小人國加油站）,24.8310394,121.1929161
桃園市平鎮區南平路二段516巷99號,24.923808,121.193084
